,Year,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
4677,2009,Diesel,Automatic,First,25,2993.0,235,5.0,27381
4678,2015,Petrol,Manual,First,44,1197.0,82,5.0,8457
4679,2013,Diesel,Automatic,First,33,2143.0,203,5.0,33466
4680,2011,Diesel,Automatic,First,29,2179.0,147.51,5.0,33466
4681,2011,Petrol,Manual,First,47,1197.0,78.9,5.0,4031
4682,2013,Diesel,Manual,Second,52,1582.0,126.32,5.0,8899
4683,2012,Diesel,Manual,First,45,1968.0,138.1,5.0,10572
4684,2012,Diesel,Manual,First,35,2179.0,140,7.0,9887
4685,2004,Petrol,Manual,Third,46,796.0,35,8.0,1293
4686,2013,Petrol,Automatic,Second,34,1798.0,177.46,5.0,11028
4687,2012,Diesel,Manual,First,53,1248.0,74,5.0,6845
4688,2010,Diesel,Manual,First,24,2179.0,120,8.0,6465
4689,2016,Petrol,Automatic,First,32,1991.0,183,5.0,39551
4690,2017,Diesel,Manual,First,38,2498.0,105,6.0,14694
4691,2013,Diesel,Manual,Second,44,1461.0,108.45,5.0,10420
4692,2013,Diesel,Automatic,First,30,1968.0,167.6,5.0,36022
4693,2013,Diesel,Automatic,Second,29,2179.0,147.51,5.0,23959
4694,2012,Diesel,Manual,Third,48,1598.0,103.6,5.0,5324
4695,2006,Petrol,Automatic,Second,27,2979.0,306,5.0,10633
4696,2019,Diesel,Manual,First,53,1582.0,126.2,5.0,23685
4697,2015,Diesel,Manual,First,35,2956.0,83.8,7.0,8047
4698,2016,Petrol,Manual,First,53,799.0,53.64,5.0,3422
4699,2009,Diesel,Automatic,First,27,2993.0,245,5.0,30424
4700,2011,Petrol,Automatic,First,18,4395.0,450,4.0,72257
4701,2002,Petrol,Manual,Second,44,1061.0,47,5.0,1855
4702,2012,Petrol,Manual,First,38,1198.0,73.9,5.0,5552
4703,2016,Petrol,Manual,First,48,1198.0,67,7.0,4715
4704,2016,Petrol,Manual,First,35,1591.0,121.3,5.0,17494
4705,2015,Petrol,Manual,First,56,998.0,67.1,5.0,5263
4706,2013,Diesel,Manual,First,34,2199.0,194.3,7.0,12747
4707,2014,Diesel,Manual,First,35,1598.0,103.6,5.0,7301
4708,2014,Diesel,Manual,Second,60,1498.0,98.6,5.0,6845
4709,2014,Diesel,Manual,First,53,1248.0,74,5.0,6008
4710,2012,Diesel,Manual,First,48,1598.0,103.5,5.0,5552
4711,2005,Diesel,Automatic,First,25,2987.0,198.5,5.0,15212
4712,2011,Diesel,Manual,Second,28,2179.0,120,8.0,6084
4713,2012,Diesel,Manual,First,50,1461.0,84.8,5.0,7225
4714,2009,Petrol,Manual,Second,41,1298.0,85.8,5.0,4715
4715,2017,Petrol,Manual,First,49,814.0,55.2,5.0,5491
4716,2015,Petrol,Manual,First,45,1198.0,86.8,5.0,6526
4717,2011,Petrol,Manual,First,42,1198.0,75,5.0,3240
4718,2008,Petrol,Manual,First,46,796.0,46.3,5.0,1673
4719,2011,Diesel,Automatic,First,53,1995.0,190,5.0,21221
4720,2014,Petrol,Manual,First,38,1198.0,74,5.0,8138
4721,2014,Petrol,Manual,First,54,998.0,67.04,5.0,5932
4722,2014,Petrol,Manual,First,50,1197.0,81.80,5.0,4259
4723,2016,Diesel,Manual,First,61,1248.0,88.5,5.0,13310
4724,2013,Diesel,Automatic,First,38,1968.0,147.51,5.0,29663
4725,2013,Petrol,Manual,First,45,1198.0,86.8,5.0,4183
4726,2013,Diesel,Automatic,First,27,2179.0,120,8.0,12169
4727,2014,Diesel,Manual,First,61,1498.0,98.6,5.0,8670
4728,2012,Diesel,Automatic,First,40,1995.0,184,5.0,19015
4729,2011,Petrol,Manual,Second,42,995.0,62,5.0,2662
4730,2010,Diesel,Manual,Second,47,1399.0,68,5.0,2890
4731,2015,Petrol,Manual,First,47,1197.0,81.80,5.0,6845
4732,2015,Diesel,Automatic,First,45,2143.0,170,5.0,46092
4733,2014,Diesel,Automatic,First,45,1968.0,141,5.0,24339
4734,2017,Diesel,Automatic,First,43,1995.0,190,5.0,49865
4735,2015,Petrol,Manual,First,49,814.0,55.2,5.0,3803
4736,2017,Diesel,Automatic,First,42,1968.0,187.74,5.0,65412
4737,2017,Petrol,Manual,First,42,1196.0,86.8,5.0,8184
4738,2013,Petrol,Manual,First,49,998.0,67.1,5.0,4031
4739,2017,Petrol,Manual,First,58,796.0,47.3,5.0,5020
4740,2015,Diesel,Automatic,First,45,2143.0,167.62,5.0,51721
4741,2001,Petrol,Manual,Third,47,1086.0,68,5.0,1064
4742,2017,Diesel,Manual,First,57,1120.0,71,5.0,10389
4743,2016,Diesel,Manual,First,60,1498.0,98.6,5.0,8777
4744,2008,Diesel,Manual,Second,41,1248.0,75,5.0,4715
4745,2017,Petrol,Manual,First,38,1199.0,74,5.0,7530
4746,2013,Diesel,Automatic,First,40,1968.0,174.33,5.0,24719
4747,2012,Diesel,Automatic,First,23,4367.0,308,7.0,79924
4748,2011,Diesel,Manual,Third,37,2179.0,140,7.0,9735
4749,2011,Diesel,Manual,Third,30,2499.0,141,7.0,10572
4750,2008,Diesel,Manual,First,40,1396.0,53.5,5.0,1293
4751,2016,Petrol,Manual,First,50,1197.0,83.1,5.0,10572
4752,2017,Diesel,Manual,First,57,1120.0,71,5.0,5248
4753,2008,Petrol,Manual,First,31,1799.0,130,5.0,4183
4754,2015,Petrol,Manual,Second,43,1197.0,81.83,5.0,7530
4755,2018,Petrol,Manual,First,39,1198.0,108.5,5.0,14634
4756,2016,Petrol,Manual,First,43,1197.0,81.83,5.0,10329
4757,2014,Petrol,Manual,First,44,1197.0,85.8,5.0,6845
4758,2014,Petrol,Manual,First,52,998.0,67.04,5.0,4578
4759,2012,Diesel,Manual,First,51,1396.0,88.76,5.0,6693
4760,2012,Diesel,Automatic,First,29,2982.0,168.5,7.0,26606
4761,2014,Petrol,Manual,First,47,1197.0,78.9,5.0,7088
4762,2015,Petrol,Manual,First,44,1197.0,82,5.0,8366
4763,2016,Petrol,Manual,First,43,1197.0,81.83,5.0,9127
4764,2018,Diesel,Manual,First,57,1248.0,88.5,5.0,15501
4765,2016,Diesel,Manual,First,60,1498.0,98.6,5.0,7986
4766,2014,Diesel,Automatic,First,35,2143.0,203.2,5.0,68454
4767,2010,Diesel,Manual,First,54,1396.0,90,5.0,4107
4768,2013,Petrol,Manual,First,46,1086.0,68.05,5.0,5156
4769,2014,Diesel,Manual,First,62,1248.0,74,5.0,8655
4770,2018,Petrol,Automatic,First,24,2979.0,306,2.0,89052
4771,2017,Diesel,Manual,First,64,1248.0,74,5.0,12778
4772,2012,Diesel,Manual,First,59,936.0,57.6,5.0,3803
4773,2012,Petrol,Manual,First,45,1198.0,86.8,5.0,4943
4774,2014,Diesel,Manual,Second,47,1399.0,68.05,5.0,4943
4775,2016,Petrol,Automatic,First,54,998.0,67.04,5.0,6465
4776,2014,Diesel,Automatic,First,34,2143.0,170,5.0,28142
4777,2015,Petrol,Manual,First,45,1198.0,86.8,5.0,6465
4778,2018,Petrol,Automatic,First,50,1197.0,83.1,5.0,13462
4779,2014,Petrol,Manual,First,49,814.0,55.2,5.0,6297
4780,2015,Diesel,Manual,First,54,1396.0,90,5.0,10648
4781,2018,Diesel,Automatic,First,25,3198.0,197,7.0,50200
4782,2017,Petrol,Manual,First,40,1497.0,117.3,5.0,15212
4783,2012,Diesel,Manual,Second,50,1248.0,88.8,5.0,5369
4784,2007,Petrol,Manual,First,30,1598.0,102.5,5.0,2053
4785,2013,Diesel,Manual,First,48,1598.0,103.6,5.0,6845
4786,2012,Petrol,Manual,First,39,1497.0,116.3,5.0,7453
4787,2016,Diesel,Manual,First,46,1582.0,126.2,5.0,18650
4788,2014,Diesel,Manual,Second,57,1120.0,71,5.0,6069
4789,2017,Diesel,Automatic,First,42,2143.0,170,5.0,71421
4790,2015,Diesel,Manual,First,47,1399.0,68,5.0,5780
4791,2013,Diesel,Manual,Second,35,1896.0,105,5.0,10268
4792,2017,Diesel,Manual,First,43,1493.0,100,7.0,13310
4793,2013,Petrol,Manual,Second,37,1499.0,110,5.0,7910
4794,2017,Petrol,Manual,First,40,1591.0,121.3,5.0,12808
4795,2014,CNG,Manual,First,62,998.0,58.16,5.0,4563
4796,2016,Petrol,Manual,First,43,1197.0,81.83,5.0,8747
4797,2008,Diesel,Automatic,First,35,1968.0,140.8,5.0,14831
4798,2015,Petrol,Manual,First,45,1198.0,67.04,5.0,5324
4799,2014,Diesel,Automatic,First,35,2143.0,203.2,5.0,45636
4800,2017,Diesel,Automatic,First,30,2179.0,147.5,5.0,53242
4801,2018,Petrol,Manual,First,37,1591.0,121.3,5.0,20156
4802,2013,Diesel,Manual,First,48,1598.0,103.5,5.0,5552
4803,2015,Diesel,Manual,First,55,1248.0,74,5.0,7986
4804,2016,Petrol,Manual,First,37,1591.0,121.3,5.0,14755
4805,2017,Diesel,Manual,First,56,1120.0,70,5.0,7925
4806,2016,Diesel,Manual,First,43,1493.0,100,7.0,9583
4807,2014,Diesel,Manual,First,56,1120.0,70,5.0,7180
4808,2011,Diesel,Automatic,Second,27,2993.0,245,5.0,42594
4809,2018,Diesel,Automatic,First,66,1248.0,73.75,5.0,12732
4810,2012,Diesel,Manual,First,29,2982.0,168.5,7.0,21297
4811,2015,Diesel,Automatic,First,41,1968.0,174.33,5.0,54763
4812,2015,Diesel,Manual,First,64,1498.0,98.6,5.0,9735
4813,2015,Diesel,Automatic,First,26,4134.0,335.2,7.0,78631
4814,2014,Diesel,Manual,First,28,2179.0,120,7.0,12169
4815,2012,Diesel,Manual,First,43,1991.0,147.9,5.0,14907
4816,2012,Diesel,Manual,First,59,936.0,57.6,5.0,4107
4817,2014,Diesel,Automatic,First,42,1968.0,187.74,5.0,37072
4818,2018,Petrol,Automatic,First,33,1598.0,103.52,5.0,14786
4819,2014,Diesel,Manual,First,55,1248.0,74,5.0,7606
4820,2009,Diesel,Manual,Second,27,2982.0,171,7.0,15972
4821,2012,Diesel,Manual,Second,53,1248.0,74,5.0,5932
4822,2012,Petrol,Manual,First,39,1497.0,118,5.0,8594
4823,2012,Diesel,Automatic,First,35,2143.0,203.2,5.0,45560
4824,2008,Diesel,Manual,Second,41,1248.0,75,5.0,4563
4825,2017,Diesel,Manual,First,61,1498.0,99,5.0,9127
4826,2009,Petrol,Manual,First,47,1197.0,78.9,5.0,3209
4827,2011,Petrol,Manual,First,46,796.0,46.3,5.0,2281
4828,2006,Petrol,Manual,Second,47,1197.0,81.80,5.0,4335
4829,2017,Diesel,Automatic,First,45,2143.0,170,5.0,51173
4830,2011,Diesel,Manual,Second,42,1396.0,52.8,5.0,1384
4831,2014,Petrol,Manual,Second,53,796.0,47.3,5.0,3681
4832,2005,Petrol,Automatic,First,21,2771.0,193.1,5.0,4943
4833,2013,Petrol,Manual,First,38,1198.0,73.9,5.0,4259
4834,2019,Petrol,Automatic,First,51,1197.0,81.80,5.0,12626
4835,2010,Diesel,Manual,Third,28,2179.0,120,8.0,7986
4836,2010,Diesel,Manual,First,41,1248.0,75,5.0,4411
4837,2013,Diesel,Automatic,First,44,1995.0,184,5.0,22818
4838,2012,Petrol,Manual,Second,59,624.0,37.5,4.0,806
4839,2014,Diesel,Manual,First,30,2494.0,100,8.0,19015
4840,2012,Petrol,Manual,First,43,1198.0,86.8,5.0,4183
4841,2018,Petrol,Automatic,First,56,1199.0,83.83,5.0,7606
4842,2014,Diesel,Manual,First,28,2179.0,120,8.0,10785
4843,2011,Diesel,Automatic,First,39,1995.0,218,5.0,30409
4844,2014,Diesel,Manual,First,50,1364.0,87.2,5.0,16353
4845,2016,Petrol,Automatic,First,42,1497.0,117.3,5.0,14375
4846,2008,Diesel,Manual,First,51,1582.0,126.2,5.0,4411
4847,2015,Diesel,Manual,First,62,1248.0,74,5.0,7149
4848,2016,Petrol,Manual,First,48,1373.0,91.1,5.0,10815
4849,2014,Diesel,Manual,First,53,1498.0,89.84,5.0,9507
4850,2011,Petrol,Manual,First,49,998.0,67.1,5.0,3346
4851,2019,Petrol,Automatic,First,44,1199.0,88.76,5.0,13478
4852,2015,Diesel,Manual,First,35,2179.0,140,7.0,14147
4853,2017,Diesel,Manual,First,43,1493.0,100,7.0,11515
4854,2017,Petrol,Manual,First,42,1199.0,88.7,5.0,12017
4855,2018,Petrol,Manual,First,37,1298.0,88.2,5.0,8594
4856,2013,Petrol,Manual,First,38,1198.0,73.9,5.0,4943
4857,2019,Diesel,Manual,First,48,1582.0,126.2,5.0,24750
4858,2011,Petrol,Manual,First,43,1199.0,79.4,5.0,4883
4859,2013,Diesel,Manual,First,60,1498.0,98.6,5.0,5932
4860,2008,Petrol,Automatic,Second,23,2496.0,157.7,5.0,9887
4861,2016,Diesel,Automatic,First,43,2993.0,265,5.0,73018
4862,2016,Diesel,Automatic,First,47,1968.0,143,5.0,28751
4863,2015,Diesel,Manual,First,62,1248.0,74,5.0,5476
4864,2015,Diesel,Manual,First,62,1248.0,74,5.0,8366
4865,2011,Diesel,Manual,Second,30,2494.0,102,7.0,10648
4866,2016,Diesel,Automatic,First,37,1995.0,184,5.0,63510
4867,2007,Diesel,Automatic,First,39,1995.0,218,5.0,15972
4868,2014,Diesel,Manual,First,35,2179.0,140,7.0,15349
4869,2009,Petrol,Manual,First,39,1497.0,118,5.0,4563
4870,2014,Diesel,Manual,First,39,2200.0,139.01,7.0,18254
4871,2015,Diesel,Manual,First,47,1498.0,88,5.0,7469
4872,2010,Petrol,Manual,First,37,1198.0,90,5.0,3042
4873,2015,Diesel,Manual,First,55,1364.0,67.06,5.0,8062
4874,2014,Diesel,Manual,First,44,1461.0,108.5,5.0,10983
4875,2017,Diesel,Automatic,First,43,1995.0,190,5.0,49546
4876,2010,Petrol,Manual,First,43,1197.0,80,5.0,4183
4877,2018,CNG,Manual,First,35,1196.0,73,5.0,6586
4878,2011,Diesel,Manual,First,41,1399.0,68,5.0,5704
4879,2014,Petrol,Automatic,First,39,1497.0,118,5.0,8990
4880,2013,Diesel,Manual,First,59,1248.0,74,5.0,6617
4881,2014,Diesel,Manual,First,56,1120.0,70,5.0,4943
4882,2017,Diesel,Automatic,First,34,2967.0,245,7.0,103442
4883,2016,Petrol,Manual,First,39,1198.0,74,5.0,8366
4884,2018,Petrol,Automatic,First,42,1497.0,117.3,5.0,18376
4885,2018,Diesel,Manual,First,64,1248.0,74,5.0,11378
4886,2016,Diesel,Manual,First,56,1120.0,70,5.0,8366
4887,2011,Diesel,Manual,First,45,1248.0,73.9,5.0,5324
4888,2013,Diesel,Automatic,First,0,2179.0,115,5.0,23578
4889,2013,Diesel,Manual,First,27,2982.0,171,7.0,28903
4890,2017,Diesel,Manual,First,64,1498.0,98.6,5.0,12778
4891,2016,Diesel,Manual,First,57,1248.0,88.5,5.0,11028
4892,2014,Diesel,Manual,First,55,1248.0,74,5.0,6465
4893,2015,Diesel,Automatic,Second,50,1498.0,103.52,5.0,8670
4894,2013,Diesel,Automatic,Second,0,2179.0,115,5.0,39551
4895,2013,Petrol,Manual,First,53,796.0,47.3,5.0,3787
4896,2011,Petrol,Manual,Second,38,1198.0,73.9,5.0,4563
4897,2015,Diesel,Manual,First,61,1498.0,98.6,5.0,9051
4898,2013,Diesel,Manual,First,55,1248.0,74,5.0,4092
4899,2014,Diesel,Automatic,First,40,1968.0,174.33,5.0,39551
4900,2015,Petrol,Manual,First,41,1497.0,117.3,5.0,8366
4901,2016,Petrol,Manual,First,42,1196.0,86.8,5.0,7377
4902,2018,Diesel,Manual,First,57,1248.0,88.5,5.0,12763
4903,2015,Diesel,Manual,First,44,1461.0,108.45,5.0,12154
4904,2016,Diesel,Manual,First,49,1396.0,88.73,5.0,10572
4905,2010,Petrol,Manual,First,36,1390.0,75,5.0,2281
4906,2006,Petrol,Manual,First,41,1497.0,78,5.0,2357
4907,2010,Petrol,Manual,Second,36,1196.0,70,5.0,4183
4908,2014,Petrol,Manual,First,30,1598.0,102.53,5.0,6465
4909,2015,Petrol,Manual,First,47,1197.0,78.9,5.0,4335
4910,2019,Diesel,Automatic,First,30,1999.0,148.31,7.0,85401
4911,2009,Petrol,Automatic,Second,22,1984.0,208,5.0,15212
4912,2003,Petrol,Manual,Second,26,1298.0,83.1,8.0,1901
4913,2017,Diesel,Manual,First,62,1248.0,74,5.0,11409
4914,2015,Diesel,Automatic,First,40,1968.0,174.33,5.0,39262
4915,2014,Petrol,Manual,First,38,1198.0,74,5.0,6541
4916,2010,Diesel,Manual,Second,27,2982.0,171,7.0,16733
4917,2010,Diesel,Manual,Second,27,2982.0,171,7.0,17874
4918,2012,Petrol,Manual,First,30,2354.0,177.6,5.0,10009
4919,2012,Diesel,Manual,First,53,1248.0,74,5.0,7301
4920,2008,Petrol,Manual,Second,41,1198.0,70,5.0,2510
4921,2017,Diesel,Manual,First,40,1956.0,170,5.0,22818
4922,2014,Petrol,Manual,Second,59,624.0,37.5,4.0,1521
4923,2007,Petrol,Manual,First,35,1596.0,101,5.0,2510
4924,2015,Diesel,Manual,First,64,793.0,47,5.0,5476
4925,2011,Diesel,Manual,First,27,2982.0,171,7.0,17494
4926,2015,Diesel,Manual,First,64,793.0,47,5.0,5476
4927,2015,Petrol,Manual,First,49,814.0,55.2,5.0,4639
4928,2011,Diesel,Manual,Second,55,1498.0,90,5.0,9127
4929,2013,Petrol,Manual,First,38,1198.0,74,5.0,5704
4930,2016,Petrol,Manual,First,38,1199.0,74,5.0,9385
4931,2017,Diesel,Manual,First,57,1248.0,88.5,5.0,13767
4932,2013,Petrol,Manual,First,45,1198.0,86.8,5.0,6160
4933,2013,Petrol,Manual,First,41,1298.0,85.8,5.0,6465
4934,2018,Petrol,Manual,First,54,998.0,67.04,5.0,5704
4935,2016,Petrol,Automatic,First,30,1591.0,121.3,5.0,18026
4936,2016,Diesel,Manual,First,53,1498.0,89.84,5.0,12534
4937,2008,Petrol,Manual,Second,30,1997.0,141.1,5.0,9887
4938,2019,Diesel,Automatic,First,29,2179.0,187.7,7.0,89615
4939,2014,Diesel,Manual,First,35,2179.0,140,7.0,12169
4940,2015,Petrol,Manual,First,38,1198.0,74,5.0,7058
4941,2010,Petrol,Automatic,First,45,1197.0,80,5.0,5050
4942,2012,Petrol,Manual,Second,47,1197.0,78.9,5.0,4228
4943,2016,Diesel,Automatic,First,34,1998.0,163.7,5.0,13614
4944,2013,Petrol,Automatic,First,28,1991.0,181.03,5.0,33390
4945,2013,Petrol,Manual,First,27,2359.0,134,5.0,12017
4946,2007,Petrol,Automatic,First,27,1796.0,186,5.0,44115
4947,2013,Diesel,Manual,First,51,1199.0,73.9,5.0,4943
4948,2014,Petrol,Manual,First,40,1497.0,117.3,5.0,8975
4949,2017,Diesel,Manual,First,57,1248.0,88.5,5.0,15029
4950,2019,Petrol,Manual,First,43,1197.0,81.86,5.0,13356
4951,2011,Diesel,Manual,Second,32,2179.0,138.1,7.0,4183
4952,2014,Diesel,Manual,First,50,1461.0,84.8,5.0,9096
4953,2011,Petrol,Automatic,First,25,2497.0,215,5.0,47157
4954,2011,Petrol,Manual,Second,34,1798.0,138,5.0,5400
4955,2015,Diesel,Manual,First,52,1582.0,126.32,5.0,9492
4956,2009,Diesel,Manual,First,45,1248.0,73.9,5.0,3331
4957,2013,Diesel,Manual,First,66,1248.0,73.75,5.0,8366
4958,2014,Petrol,Manual,First,56,998.0,67.1,5.0,3194
4959,2011,Petrol,Automatic,First,24,5000.0,503,4.0,77065
4960,2012,Diesel,Automatic,First,34,2143.0,170,5.0,21297
4961,2013,Diesel,Manual,First,51,1582.0,126.2,5.0,8366
4962,2007,Petrol,Manual,Third,33,1598.0,102,5.0,1825
4963,2014,Petrol,Manual,First,47,1197.0,81.80,5.0,8062
4964,2015,Diesel,Manual,First,56,1582.0,126.2,5.0,9583
4965,2017,Diesel,Automatic,First,42,2143.0,168,5.0,61563
4966,2013,Diesel,Manual,First,30,2982.0,168.5,7.0,24491
4967,2014,Diesel,Automatic,First,30,1968.0,167.6,5.0,38030
4968,2008,Diesel,Automatic,Second,31,1995.0,170,5.0,12093
4969,2016,Petrol,Manual,First,58,796.0,47.3,5.0,4031
4970,2012,Petrol,Manual,First,49,998.0,67.1,5.0,4274
4971,2012,Petrol,Automatic,First,36,1798.0,167.62,5.0,26621
4972,2012,Petrol,Manual,First,37,1197.0,85,5.0,5020
4973,2019,Petrol,Manual,First,52,998.0,67.04,5.0,8123
4974,2016,Diesel,Manual,First,49,1498.0,103.52,5.0,12930
4975,2010,Petrol,Manual,Second,37,1198.0,90,5.0,4092
4976,2015,Diesel,Manual,First,37,2179.0,140,7.0,17494
4977,2011,Petrol,Manual,First,43,1197.0,85.80,5.0,6176
4978,2016,Diesel,Automatic,First,42,2143.0,201.15,5.0,74539
4979,2012,Diesel,Manual,First,48,1598.0,103.5,5.0,6997
4980,2015,Diesel,Manual,First,56,1120.0,70,5.0,6024
4981,2015,Petrol,Manual,First,43,1197.0,81.86,5.0,8518
4982,2017,Diesel,Manual,First,53,1248.0,74,5.0,5704
4983,2015,Diesel,Manual,First,53,1396.0,88.73,5.0,8366
4984,2012,Diesel,Manual,Second,48,1598.0,103.5,5.0,4563
4985,2011,Petrol,Manual,First,37,1368.0,90,5.0,4563
4986,2010,Petrol,Manual,First,37,1298.0,88.2,5.0,4487
4987,2015,Diesel,Manual,First,58,1396.0,69,5.0,3726
4988,2012,Diesel,Automatic,First,34,2143.0,170,5.0,21281
4989,2016,Diesel,Automatic,First,27,2987.0,254.79,5.0,92414
4990,2012,Petrol,Manual,Second,39,1497.0,116.3,5.0,6845
4991,2010,Petrol,Manual,Second,43,1197.0,80,5.0,3803
4992,2015,Diesel,Manual,First,30,2982.0,168.5,7.0,31185
4993,2014,Petrol,Manual,First,44,1197.0,82,5.0,5932
4994,2009,Diesel,Manual,Second,35,1896.0,105,5.0,5324
4995,2016,Petrol,Automatic,First,36,1499.0,110.4,5.0,12626
4996,2012,Petrol,Manual,First,49,814.0,55.2,5.0,3803
4997,2011,Petrol,Automatic,First,45,1198.0,75.94,5.0,4031
4998,2016,Petrol,Automatic,First,44,1199.0,88.7,5.0,11287
4999,2016,Petrol,Manual,First,38,1198.0,74,5.0,7043
5000,2008,Petrol,Manual,First,46,796.0,46.3,5.0,1658
5001,2011,Diesel,Manual,First,52,1582.0,126.32,5.0,5780
5002,2013,Diesel,Automatic,First,23,2148.0,170,5.0,23959
5003,2015,Petrol,Manual,First,41,1193.0,88.7,5.0,8016
5004,2012,Petrol,Manual,Second,43,1198.0,86.8,5.0,4183
5005,2016,Diesel,Manual,First,64,1498.0,98.6,5.0,11257
5006,2017,Petrol,Automatic,First,56,998.0,67.1,5.0,5932
5007,2000,Petrol,Manual,Second,40,993.0,60,5.0,1064
5008,2015,Diesel,Manual,First,53,1396.0,88.73,5.0,8975
5009,2016,Diesel,Manual,First,53,1598.0,118,5.0,14573
5010,2014,Diesel,Automatic,First,33,2143.0,203,5.0,37954
5011,2015,Petrol,Manual,First,32,1399.0,98.82,7.0,6526
5012,2011,Diesel,Automatic,Second,33,2143.0,203,5.0,17494
5013,2016,Diesel,Manual,First,37,2179.0,140,7.0,14679
5014,2015,Petrol,Manual,First,47,1197.0,78.9,5.0,5704
5015,2007,Petrol,Manual,Second,33,1341.0,82.9,5.0,1673
5016,2014,Diesel,Automatic,First,28,2967.0,241.4,7.0,47781
5017,2012,Diesel,Manual,Third,28,2179.0,120,8.0,9127
5018,2016,Petrol,Manual,First,43,1199.0,88.7,5.0,8442
5019,2017,Diesel,Manual,First,32,2179.0,138.1,7.0,16596
5020,2014,Diesel,Manual,First,35,2179.0,140,7.0,11028
5021,2012,Diesel,Manual,First,51,1199.0,73.9,5.0,5932
5022,2012,Diesel,Manual,First,45,1248.0,73.9,5.0,6008
5023,2013,Diesel,Automatic,First,36,1968.0,174.33,5.0,33466
5024,2014,Petrol,Manual,First,54,998.0,67.04,5.0,5141
5025,2011,Petrol,Manual,First,39,1497.0,116.3,5.0,5248
5026,2016,Petrol,Manual,First,43,1197.0,81.83,5.0,8747
5027,2016,Petrol,Manual,First,59,799.0,53.3,5.0,4183
5028,2019,Diesel,Automatic,First,42,2143.0,136,5.0,46092
5029,2014,Diesel,Manual,First,53,1498.0,89.84,5.0,11409
5030,2015,Petrol,Manual,First,43,1197.0,81.83,5.0,10450
5031,2015,Diesel,Manual,First,30,2494.0,100.6,7.0,23122
5032,2012,Diesel,Manual,First,50,1461.0,84.8,5.0,5324
5033,2014,Diesel,Manual,First,59,1248.0,74,5.0,8899
5034,2010,Petrol,Manual,First,44,998.0,66.1,5.0,3803
5035,2013,Petrol,Manual,First,43,1197.0,85.8,5.0,6008
5036,2017,Diesel,Automatic,First,42,2143.0,136,5.0,41072
5037,2014,Petrol,Manual,Second,37,1373.0,93.7,7.0,10268
5038,2007,Petrol,Manual,Second,44,998.0,67.1,5.0,2281
5039,2012,Diesel,Manual,First,51,1199.0,73.9,5.0,5932
5040,2014,Diesel,Manual,First,53,1498.0,89.84,5.0,9963
5041,2017,Diesel,Manual,First,59,1498.0,98.6,5.0,14360
5042,2015,Petrol,Manual,First,33,1798.0,138.03,5.0,16383
5043,2014,Diesel,Manual,First,35,2179.0,140,7.0,11409
5044,2016,Petrol,Manual,First,58,796.0,47.3,5.0,4563
5045,2010,Diesel,Automatic,First,43,2993.0,265,5.0,17874
5046,2016,Petrol,Manual,First,49,814.0,55.2,5.0,5004
5047,2016,Diesel,Manual,First,62,1248.0,74,5.0,9887
5048,2015,CNG,Manual,First,74,998.0,58.33,5.0,5780
5049,2011,Diesel,Automatic,First,38,1968.0,147.51,5.0,27381
5050,2009,Petrol,Automatic,Second,32,1798.0,157.75,5.0,7530
5051,2015,Petrol,Manual,First,41,1193.0,88.7,5.0,6875
5052,2014,Diesel,Manual,First,39,2149.0,139.07,7.0,12169
5053,2013,Petrol,Manual,First,40,1497.0,117.3,5.0,9522
5054,2016,Petrol,Manual,First,39,1498.0,97.7,5.0,11409
5055,2011,Petrol,Automatic,First,33,1598.0,103.6,5.0,5096
5056,2014,Petrol,Automatic,First,37,1591.0,121.3,5.0,8366
5057,2012,Diesel,Automatic,First,51,1582.0,126.2,5.0,7986
5058,2012,Diesel,Automatic,First,38,1968.0,140,5.0,24719
5059,2009,Petrol,Manual,First,36,1586.0,103.3,5.0,4107
5060,2019,Diesel,Automatic,First,29,2198.0,158,7.0,50048
5061,2008,Petrol,Manual,First,47,1197.0,83.11,5.0,5187
5062,2014,Diesel,Manual,First,56,1120.0,70,5.0,6313
5063,2014,Diesel,Manual,Second,47,1498.0,88.8,5.0,8975
5064,2012,Petrol,Automatic,First,23,2496.0,157.7,5.0,17494
5065,2015,Petrol,Manual,First,43,1197.0,81.83,5.0,7225
5066,2015,Petrol,Automatic,First,56,998.0,67.1,5.0,5324
5067,2014,Diesel,Manual,First,48,1248.0,88.76,7.0,11028
5068,2016,Petrol,Automatic,First,54,998.0,67.04,5.0,6617
5069,2018,Petrol,Automatic,Second,52,999.0,67,5.0,7590
5070,2013,Diesel,Manual,First,28,2179.0,120,8.0,11637
5071,2011,Diesel,Manual,First,30,2494.0,102,7.0,13690
5072,2017,Diesel,Manual,First,51,1199.0,73.9,5.0,10496
5073,2011,Diesel,Manual,First,47,1399.0,68,5.0,4411
5074,2014,Diesel,Manual,First,48,1461.0,83.8,5.0,8747
5075,2014,Diesel,Manual,First,39,2200.0,139.01,7.0,12169
5076,2017,Petrol,Automatic,First,52,999.0,67,5.0,6708
5077,2013,Diesel,Manual,First,49,1498.0,103.52,5.0,7530
5078,2016,Diesel,Automatic,First,37,2179.0,140,7.0,21905
5079,2012,Diesel,Manual,First,47,1399.0,68.05,5.0,4487
5080,2017,Diesel,Manual,First,37,2523.0,62.1,7.0,12382
